,name,H,e,a
593393,K09D58B,18.0,0.057278499999999996,1.9781471000000002
593443,K09D74E,18.6,0.0721676,1.9376050999999999
593477,K09D89V,18.8,0.0765483,1.8651781000000003
593479,K09D90C,18.9,0.103782,1.9016381999999998
593548,K09DB0P,18.2,0.0825905,1.9021842
593586,K09DC3K,17.9,0.067256,1.9134016
593601,K09DD0W,18.3,0.031735900000000004,1.8147789
593630,K09DE1V,18.8,0.11826489999999999,1.8953031999999999
593655,K09E00E,20.8,0.26645820000000003,1.8299214
593656,K09E00P,23.8,0.5536864,1.9467501
593657,K09E00Q,19.3,0.2544758,1.8226805
593658,K09E00R,25.0,0.46777700000000005,1.8938918999999999
593660,K09E00U,26.6,0.517361,1.8980546000000003
593663,K09E00Y,26.5,0.5218087,1.8379453999999997
593666,K09E01C,22.8,0.45674609999999993,1.8389620999999998
593681,K09E03H,24.2,0.6161424,1.9996832999999998
593683,K09E04C,18.1,0.1129787,1.930663
593718,K09E18E,18.8,0.0644835,1.9077486000000001
593761,K09F00G,25.5,0.5293653,1.9690328000000001
593767,K09F00P,23.0,0.5361573000000001,1.8916035
593768,K09F00Q,25.7,0.4398852,1.8339053
593780,K09F02X,18.4,0.035935699999999994,1.7952928
593787,K09F04W,24.6,0.5678555999999999,1.8627636000000003
593827,K09F16S,18.9,0.11031099999999999,1.8907046000000003
593866,K09F29F,18.5,0.0775194,1.8907733
593871,K09F30R,20.6,0.37857379999999996,1.9321519
593877,K09F32P,27.7,0.6004271999999999,1.9978768
593879,K09F32R,25.1,0.40446679999999996,1.7815733
593891,K09F36G,18.6,0.07114060000000001,1.9695166000000002
593899,K09F39R,18.3,0.0502339,1.9607021
594032,K09G06R,18.4,0.0273685,1.9969354
594106,K09H21N,17.9,0.0190863,1.9041962
594111,K09H22N,18.6,0.11549680000000001,1.8728863000000002
594120,K09H25M,18.9,0.022738400000000002,1.8398406999999999
594216,K09H51S,18.0,0.0847393,1.8364276000000002
594245,K09H58V,19.6,0.5839409999999999,1.9827018
594251,K09H60G,22.7,0.643645,1.9844664
594268,K09H64V,18.2,0.0500058,1.9115521
594279,K09H67X,20.7,0.43086369999999996,1.8385338
594281,K09H67Z,21.2,0.6043236,1.9915359000000001
594286,K09H69X,18.9,0.07045610000000001,1.9580781000000003
594299,K09H75O,18.5,0.0878277,1.8866349999999998
594308,K09H77V,20.7,0.4519294,1.8975811000000002
594323,K09H82Y,18.3,0.0896421,1.8770272000000001
594356,K09H90R,18.4,0.0616351,1.9322863999999997
594377,K09H98J,18.7,0.0847204,1.9058093999999997
594424,K09J01F,27.1,0.7382031,1.892852
594425,K09J01G,20.7,0.3273973,1.8765607
594426,K09J01K,19.9,0.4248656,1.9455783
594431,K09J02L,26.0,0.472042,1.8553808999999997
594464,K09J10N,18.2,0.08422660000000001,1.9516734
594496,K09K00C,18.2,0.0591669,1.9017060000000001
594499,K09K00L,23.8,0.5886571,1.9878497
594576,K09K17Y,18.7,0.0738017,1.9175581999999998
594590,K09K21Q,18.5,0.1128566,1.8764601000000003
594595,K09K22C,18.1,0.0459053,1.8666877
594600,K09K23Q,18.5,0.07327460000000001,1.8900356
594673,K09L05R,18.2,0.0914298,1.9898793999999997
594685,K09M01F,18.6,0.0507923,1.8937874
594700,K09M03T,18.7,0.0644865,1.8693621999999999
594715,K09M08M,24.8,0.44028729999999994,1.8565293
594717,K09M08P,17.5,0.0944817,1.8995968
594742,K09O01X,17.5,0.07775119999999999,1.9548978
594748,K09O03V,19.6,0.019930200000000002,1.8065122999999998
594757,K09O05X,19.7,0.45023729999999995,1.8212065
594758,K09O06T,18.1,0.110871,1.9090278999999999
594759,K09O06W,25.4,0.482545,1.9568131999999998
594788,K09O14O,18.1,0.0662258,1.9095895
594803,K09O16X,18.7,0.08285529999999999,1.8193811000000002
594876,K09P09M,18.7,0.14094160000000003,1.8542998
594929,K09Q00V,17.9,0.1314891,1.8569543000000002
594987,K09Q09K,23.2,0.5400338000000001,1.8300831999999998
595195,K09Q63F,17.7,0.1559009,1.9967613000000002
595339,K09R27L,18.6,0.14240450000000002,1.8861946
595495,K09R66Y,18.6,0.07238610000000001,1.9059971000000002
595516,K09R71J,18.9,0.1289384,1.9071794999999998
595570,K09S01L,24.3,0.4653915,1.8882177
595572,K09S01N,25.7,0.4780687,1.9558388
595576,K09S02C,19.7,0.2702364,1.9298866000000001
595629,K09S14B,18.5,0.0756171,1.9481645
595637,K09S15H,24.5,0.4505964,1.821963
595728,K09S35M,18.4,0.0425884,1.9858803
595773,K09S45W,19.1,0.0318615,1.9221784
595814,K09S57C,19.2,0.09232380000000001,1.8002613999999997
595845,K09S67L,19.0,0.026204,1.8782866000000003
595847,K09S67S,19.2,0.1286612,1.8539181
595953,K09S97P,19.0,0.09184149999999999,1.9227851999999999
595958,K09S98N,19.0,0.4071949,1.9837546999999998
595970,K09SA0B,23.7,0.43895249999999997,1.8811101000000003
595981,K09SA1J,18.2,0.08421039999999999,1.8909996
595985,K09SA2X,19.0,0.1593751,1.9147831999999998
595988,K09SA3P,19.2,0.1682089,1.9778193
595993,K09SA4L,23.4,0.44538409999999995,1.7897914000000001
596000,K09SA4T,25.3,0.5682421,1.9476961
596024,K09SB0K,18.7,0.07412360000000001,1.8838006999999999
596253,K09SG7H,18.8,0.022913,1.9238151000000001
596258,K09SG8V,18.4,0.1521182,1.8569209
596377,K09SJ4G,17.7,0.0361895,1.9749546999999998
596481,K09SM0K,19.1,0.026521,1.8518075
596489,K09SM1V,19.0,0.17281770000000002,1.9888359
596519,K09SM8U,19.5,0.1148319,1.9123968999999996
596673,K09SQ8O,19.4,0.05994490000000001,1.8831672
596681,K09SQ9N,19.0,0.0467931,1.8126209
596752,K09SS2W,20.0,0.2609198,1.9437369999999998
596760,K09SS4H,18.1,0.08651389999999999,1.9180869999999999
596838,K09SU3G,19.1,0.0533146,1.914223
596904,K09SW2W,19.1,0.1857239,1.9391843999999998
596932,K09SW8V,18.8,0.07199580000000001,1.9227073000000001
596948,K09SX4B,20.1,0.1902581,1.8462096000000001
597058,K09Sa6N,18.1,0.0757188,1.8948183
597093,K09Sb2H,18.3,0.1191203,1.9605173999999999
597109,K09SG8V,18.4,0.1521181,1.8569209
597124,K09SM0K,19.0,0.026521,1.8518075
597152,K09SX4B,20.0,0.19025899999999998,1.8462095
597172,K09T00S,25.5,0.4668475,1.827851
597187,K09T04L,21.5,0.3873028,1.8548326000000002
597344,K09U00E,25.4,0.506761,1.9899403999999998
597348,K09U00K,19.9,0.4822135,1.9794118000000003
597353,K09U00Q,21.7,0.5345473000000001,1.7853088
597354,K09U00T,17.9,0.1332544,1.8994296999999998
597384,K09U05P,19.3,0.346878,1.8142212
597404,K09U09Q,19.2,0.037054199999999995,1.9039191999999998
597428,K09U14U,19.2,0.077052,1.9303606
597451,K09U19B,23.3,0.45352040000000005,1.9323078999999999
597473,K09U21D,18.2,0.05803780000000001,1.9700029
597479,K09U22N,19.1,0.016130600000000002,1.8604945
597494,K09U25Z,19.1,0.1250142,1.8286381
597507,K09U28M,23.6,0.43203339999999996,1.8916541
597562,K09U43G,18.3,0.08733189999999999,1.8884895000000002
597595,K09U50U,17.8,0.057035,1.9494696
597641,K09U62R,19.2,0.0487361,1.8986096000000001
597700,K09U77F,19.7,0.0931429,1.9204903000000002
597748,K09U87W,28.0,0.5420909,1.9376139
597906,K09UC3Z,19.3,0.07224630000000001,1.9315987000000001
597926,K09UC7X,18.5,0.20502060000000003,1.9945111
597950,K09UD4E,20.4,0.2389672,1.9241946
598045,K09V01C,27.0,0.5115436,1.8020738
598046,K09V01D,18.7,0.07533250000000001,1.9501553
598047,K09V01E,18.7,0.1911639,1.9874783999999999
598050,K09V01Q,18.1,0.0893658,1.9765807
598051,K09V01T,29.5,0.5037891,1.9843471999999998
598057,K09V03K,17.7,0.0221071,1.8807273999999998
598151,K09V24J,22.1,0.4801897,1.8142715
598153,K09V24L,24.4,0.5777595999999999,1.8548885
598162,K09V25V,18.4,0.1314661,1.9072505000000002
598193,K09V31N,18.2,0.05461559999999999,1.9372646
598224,K09V39T,18.6,0.0993645,1.9052913
598230,K09V40Z,18.3,0.0819152,1.9019694
598237,K09V42C,19.5,0.29436490000000004,1.8549023
598248,K09V44R,25.0,0.4796527,1.8439098000000003
598272,K09V49Q,19.3,0.0341019,1.803094
598288,K09V55S,18.4,0.07815839999999999,1.9566987
598351,K09V74T,18.8,0.1277921,1.8564657
598355,K09V76P,19.0,0.1629982,1.8224646
598357,K09V77R,17.2,0.0991603,1.9600671000000003
598451,K09VA4Y,17.4,0.1300051,1.9195949
598463,K09VA7Y,17.9,0.0823297,1.9611333
598468,K09VA8N,18.2,0.0642684,1.8974851000000001
598480,K09VB2G,17.9,0.0528529,1.899034
598520,K09W00D,20.4,0.3139967,1.8334838
598526,K09W01A,17.7,0.16768629999999998,1.7981497
598537,K09W04F,18.6,0.0785707,1.9412374
598563,K09W07X,26.9,0.46097299999999997,1.8219061
598565,K09W07Z,19.8,0.6891861,1.9372764999999998
598568,K09W08M,24.8,0.4417277,1.8113746
598645,K09W25W,20.7,0.4533969,1.9770362000000001
598742,K09W52A,26.3,0.47193100000000004,1.7870188999999999
598768,K09W55S,18.1,0.0446379,1.8866671999999998
598797,K09W62Q,20.0,0.08804069999999999,1.9380130000000002
598813,K09W64Y,19.1,0.0942663,1.8578161
598872,K09W79F,18.7,0.08715239999999999,1.9056596999999997
598964,K09W97V,18.4,0.09274389999999999,1.9374528000000002
598983,K09WA1M,18.3,0.1051151,1.8828876
598984,K09WA1Q,18.9,0.0811101,1.9515137999999999
599002,K09WA5G,18.3,0.0649475,1.8966866000000002
599003,K09WA5J,18.4,0.1001154,1.8233445
599011,K09WA6E,27.2,0.5019975,1.9676377
599016,K09WA6K,22.3,0.4027053,1.801598
599047,K09WB2X,18.7,0.111023,1.8987695
599055,K09WB5W,18.8,0.0801468,1.8457173999999998
599056,K09WB5Y,19.2,0.1306637,1.9251271
599105,K09WC3Z,18.2,0.0860402,1.9892963
599148,K09WD6E,19.2,0.06862410000000001,1.9192105
599189,K09WE5W,19.1,0.0354672,1.8957418000000001
599228,K09WF5V,18.8,0.08958039999999999,1.9189512999999998
599254,K09WG1H,18.7,0.05329640000000001,1.8764738999999997
599265,K09WG3E,17.7,0.10991820000000001,1.9415405
599321,K09WH5H,18.3,0.046761699999999996,1.9371096999999997
599377,K09WJ0O,18.3,0.1102684,1.8655069
599494,K09WL7A,18.8,0.2501062,1.9560092
599628,K09WO9B,18.5,0.09627519999999999,1.9052636000000003
599693,K09X01A,17.6,0.040393599999999995,1.8702808999999998
599702,K09X02O,23.5,0.48790329999999993,1.9357642
599718,K09X05K,18.0,0.0839775,1.9497615000000001
599758,K09X12M,17.9,0.0554438,1.9192063999999998
599759,K09X12W,18.3,0.0845484,1.9121583999999998
599762,K09X13M,18.2,0.09446289999999999,1.9210429
599785,K09X21T,18.0,0.0896348,1.8833849999999999
599793,K09X23P,18.0,0.0287585,1.9660687
599801,K09Y00A,24.8,0.4417647,1.8268875
599805,K09Y00Q,20.5,0.7046709,1.9998188000000001
599811,K09Y01P,18.8,0.0804735,1.9266046000000001
599820,K09Y03L,18.7,0.0799529,1.8949327
599889,K09Y23J,18.2,0.0535082,1.9072446
599891,K09Y23M,18.3,0.046002499999999995,1.9114738999999998
599927,K10A03E,23.7,0.5589878,1.8860423
599937,K10A04R,17.8,0.0434411,1.9365801999999999
599943,K10A07O,17.6,0.059292,1.9518148999999998
600093,K10A40E,23.9,0.4538688,1.8654857
600182,K10A60T,17.5,0.051345600000000005,1.90061
600185,K10A61S,18.8,0.1696779,1.8776781999999999
600209,K10A70U,18.4,0.1128895,1.9919058999999997
600225,K10A77S,19.4,0.2699081,1.798468
600360,K10B00C,22.2,0.5673159000000001,1.929556
600376,K10B02W,18.5,0.11444249999999999,1.9462465
600603,K10C12F,17.9,0.055009,1.9742457999999998
600619,K10C19E,25.2,0.48399549999999997,1.9397548999999998
600646,K10C22T,18.2,0.08798439999999999,1.9680495999999998
600757,K10C55F,21.7,0.7598517,1.9000786
600759,K10C55H,19.6,0.4086302,1.8461026000000003
600770,K10C58N,17.8,0.045936300000000006,1.949295
600772,K10C59A,18.6,0.07773089999999999,1.9018085
600812,K10C68X,18.8,0.05214149999999999,1.8941491000000001
600844,K10C77A,18.7,0.0846196,1.8576669
600845,K10C77F,18.4,0.0994429,1.8880931
600864,K10C83C,19.1,0.1079464,1.9284488000000002
600891,K10C87O,19.2,0.09579410000000001,1.9225346999999997
600954,K10CA5F,19.4,0.07964310000000001,1.8382863999999999
600997,K10CB6W,19.0,0.0976158,1.8484685
601010,K10CB9X,18.7,0.11516869999999998,1.885523
601041,K10CC8B,18.1,0.0810823,1.9463288
601060,K10CE0P,19.5,0.5384776,1.900166
601070,K10CE4D,19.1,0.0727222,1.9185435000000002
601107,K10CF4M,18.3,0.0552429,1.8965453
601129,K10CF8S,18.8,0.0862395,1.8723231
601180,K10CH1J,21.1,0.4908214,1.9963287
601189,K10CH2O,18.7,0.07227769999999999,1.8649612000000002
601213,K10CH9L,18.2,0.051125300000000005,1.9596547999999998
601228,K10CI4X,17.9,0.0677903,1.8939085999999998
601297,K10D00B,17.5,0.0635076,1.9196961
601302,K10D00K,22.9,0.29885609999999996,1.8383607
601309,K10D01D,18.7,0.08562560000000001,1.8823268
601311,K10D01G,24.5,0.6536542,1.9385255000000001
601358,K10D10A,17.9,0.0493079,1.9474381
601370,K10D12M,17.8,0.0968257,1.9287017
601397,K10D34M,17.8,0.17957420000000002,1.9333048
601559,K10E21Z,18.7,0.056504700000000005,1.9301165
601592,K10E35X,17.8,0.06340119999999999,1.8537343000000002
601609,K10E41C,18.5,0.11938389999999999,1.9463381000000002
601624,K10E43G,24.9,0.3893368,1.7846956000000003
601701,K10E77G,18.3,0.05647130000000001,1.9101912
601741,K10E86W,19.0,0.0785595,1.8751925999999999
601747,K10E88P,18.1,0.0533307,1.9064245
601749,K10E88V,18.4,0.0246241,1.8789555
601758,K10E90J,19.1,0.022044,1.7964626
601762,K10E91D,19.2,0.060819399999999996,1.8371025
601843,K10EB2O,18.8,0.0640223,1.8885075
601867,K10EC1X,18.2,0.0708318,1.9613668000000002
601876,K10EC4O,17.9,0.0883575,1.9582962
601889,K10EC8Z,18.3,0.074809,1.9563543
601901,K10ED1Z,18.4,0.0753417,1.9320505000000001
601964,K10F00E,18.3,0.0662998,1.9341982
601994,K10F06A,24.2,0.41127659999999994,1.8093758000000002
602003,K10F07E,23.7,0.5523422,1.9511588
602188,K10F89U,19.1,0.0307613,1.8188964
602288,K10G07G,21.7,0.335231,1.7831574000000001
602314,K10G23Z,17.9,0.0948677,1.9347028999999998
602320,K10G25D,26.4,0.4797821,1.8101511000000001
602337,K10G30S,18.5,0.08503610000000002,1.8842151000000003
602341,K10G33L,18.6,0.2089846,1.9955561000000002
602344,K10G33Q,25.9,0.44582209999999994,1.831048
602347,K10G33Z,22.4,0.4222258,1.9139477999999999
602384,K10G62V,17.9,0.031218700000000002,1.8229683
602391,K10G65L,25.3,0.4783361,1.8899130000000002
602398,K10G67D,18.0,0.06115319999999999,1.9336528999999998
602445,K10GA0Z,19.1,0.0478772,1.8856794999999997
602446,K10GA1D,18.8,0.071199,1.9852928
602630,K10GG0D,18.4,0.0562135,1.9319915
602635,K10GG1S,17.3,0.0468659,1.9306183000000001
602764,K10H79G,18.6,0.07779939999999999,1.8252386000000003
602856,K10J15O,18.3,0.0563396,1.9359171000000002
602869,K10J28X,18.6,0.0439869,1.8821118000000001
602890,K10J33M,26.5,0.4592657,1.804252
602910,K10J37J,18.4,0.049105,1.9035993999999998
602915,K10J39Q,18.2,0.054454199999999994,1.9803217
602917,K10J39V,23.6,0.4414049,1.9089604
602955,K10J47Y,18.2,0.08624789999999999,1.8988357
602978,K10J71M,18.3,0.055648500000000004,1.8844348999999998
603089,K10JB9V,18.9,0.07968610000000001,1.9203125
603131,K10JE7T,18.9,0.0623941,1.8531552
603163,K10JF6Y,18.1,0.06245930000000001,1.9182563000000001
603216,K10JG8B,18.7,0.09828869999999999,1.9303177
603253,K10JH6L,18.0,0.0609179,1.9314631999999998
603256,K10JH7A,18.1,0.10665699999999999,1.932306
603293,K10K10O,27.1,0.5226092000000001,1.9322145
603441,K10L00A,17.7,0.0640442,1.9069903000000001
603444,K10L00K,17.7,0.09763279999999999,1.8821508999999998
603496,K10L34K,21.9,0.8074332,1.8305873
603504,K10L36Q,18.0,0.0575541,1.9671987000000002
603545,K10L63Z,20.1,0.7641915,1.9112427
603555,K10L65E,17.4,0.0662019,1.9863353
603613,K10LA5D,18.5,0.032329000000000004,1.8134654
603672,K10LD3U,18.2,0.1409008,1.9983706
603679,K10LD4U,19.6,0.5456321999999999,1.8972773999999997
603695,K10M01G,23.3,0.5098505,1.9845949
603964,K10N66J,17.9,0.0661336,1.909993
604051,K10O00A,20.4,0.5093073,1.9695011999999998
604270,K10OC6H,21.4,0.4982345,1.8901264
604271,K10OC6K,20.6,0.44659350000000003,1.9556191000000003
604301,K10P09J,24.8,0.5664935999999999,1.9471441999999999
604396,K10P66M,17.3,0.0474556,1.945325
604417,K10P75R,17.7,0.18777470000000002,1.9956747
604460,K10Q02H,17.9,0.10421269999999999,1.8666265
604499,K10R00C,26.4,0.4457442,1.8488156999999998
604511,K10R03E,18.1,0.054947199999999995,1.8804888
604515,K10R03K,18.6,0.0932071,1.9245346
604518,K10R03U,26.6,0.43160020000000004,1.8814666000000002
604544,K10R08V,17.9,0.09612539999999999,1.9338296999999998
604576,K10R17D,18.6,0.09569580000000001,1.8866705000000001
604580,K10R17U,18.3,0.0916617,1.8031093
604628,K10R30U,23.5,0.4317282,1.8804468999999997
604632,K10R30Z,19.5,0.20822620000000003,1.8460019
604682,K10R41D,18.5,0.0490385,1.8438773999999998
604697,K10R43H,26.2,0.3973145,1.7881328
604749,K10R52A,18.7,0.1158941,1.9603613000000002
604844,K10R71M,19.0,0.059982400000000005,1.8359038
604941,K10R90F,18.4,0.073344,1.9044735000000002
604956,K10R93T,19.1,0.10639639999999999,1.9448959
604998,K10RA0P,18.7,0.0827118,1.9557563999999998
605042,K10RA9K,18.1,0.1718057,1.9588271000000002
605045,K10RA9R,17.6,0.07629069999999999,1.9526602
605063,K10RB3P,17.9,0.0878416,1.9621178
605070,K10RB4J,18.2,0.0306654,1.9334206999999999
605104,K10RC1M,18.4,0.1177656,1.9321011000000001
605108,K10RC3A,17.8,0.1656991,1.9960718999999998
605112,K10RC3K,18.6,0.0632733,1.9458981
605152,K10RD0D,25.4,0.5456254,1.9825075
605178,K10RD5W,18.2,0.0744598,1.9015778
605356,K10RG3R,18.6,0.09441210000000001,1.9296514
605358,K10RG3Y,19.2,0.09240830000000001,1.8548804
605390,K10RH3K,18.7,0.0707775,1.9337705000000003
605400,K10RH5R,19.3,0.1148803,1.8948106
605432,K10RI0S,20.7,0.4075828,1.8800792000000002
605439,K10RI1X,18.0,0.10024279999999999,1.9518161
605529,K10S03P,24.8,0.6337308,1.9920678
605530,K10S03R,21.9,0.3888537,1.8099387999999998
605556,K10S08E,17.7,0.090514,1.9174938999999998
605572,K10S10W,18.4,0.0865934,1.8845237000000001
605576,K10S11O,18.8,0.2665491,1.9631549
605581,K10S12D,23.8,0.4075964,1.8044307000000002
605626,K10S19G,18.8,0.09587539999999999,1.9597166000000001
605667,K10S26W,18.1,0.0233292,1.8659196
605747,K10S41C,19.8,0.6074651,1.8647866000000002
605802,K10T04M,22.6,0.47264340000000005,1.9894266
605848,K10T10Q,18.3,0.0542383,1.8952577000000002
605892,K10T19E,17.5,0.056470000000000006,1.9571108
605998,K10T36A,18.8,0.1084476,1.9181336
606000,K10T36U,17.1,0.09176849999999999,1.8775008999999998
606040,K10T44G,18.3,0.10860610000000001,1.9873043999999997
606042,K10T44N,18.5,0.09130110000000001,1.8936383999999997
606060,K10T47G,18.9,0.09093369999999999,1.8134909
606065,K10T47Y,18.3,0.084989,1.9616769
606100,K10T54D,28.9,0.6435876,1.9693904999999998
606105,K10T54J,19.8,0.32899509999999993,1.9114486000000002
606111,K10T54T,18.7,0.0889333,1.8995214
606113,K10T54V,25.7,0.6147696,1.9163732
606189,K10T67S,18.3,0.0644053,1.9503104
606237,K10T76L,18.8,0.130858,1.888684
606273,K10T82F,19.1,0.0700787,1.9789893
606280,K10T83M,18.4,0.0977962,1.9750187
606437,K10TA7U,19.1,0.028139799999999996,1.9051657
606438,K10TA8D,19.0,0.058639300000000005,1.8932171999999998
606511,K10TC1K,18.2,0.10303339999999998,1.9507576000000002
606541,K10TC6T,18.9,0.12165930000000001,1.8932276999999997
606552,K10TC8S,19.0,0.06665139999999999,1.8688203
606592,K10TD9W,19.1,0.0593235,1.8329226000000003
606624,K10TE6R,18.8,0.08705560000000001,1.9480738999999998
606640,K10TE9W,25.9,0.6154611,1.8920061000000001
606662,K10TF2V,19.0,0.0973195,1.8699552
606687,K10TF6P,18.3,0.080091,1.9092151000000002
606798,K10TH6J,18.5,0.11627260000000002,1.9251517
606813,K10TH9C,18.7,0.1227112,1.8966063999999998
606822,K10TI0W,18.4,0.0724771,1.8971906000000003
606897,K10TJ2Y,19.2,0.0484143,1.8964106
606944,K10U00M,22.2,0.3717724,1.8938655
606963,K10U03K,19.1,0.06221619999999999,1.9275028000000003
606975,K10U06E,18.9,0.1349145,1.9010006999999998
606984,K10U07C,24.7,0.5661988,1.8777361000000001
606985,K10U07E,19.2,0.7042861999999999,1.8128856
606992,K10U07O,23.7,0.41985779999999995,1.8977511999999999
606996,K10U07S,18.9,0.6375958,1.9625991999999999
607070,K10U22D,18.8,0.1003514,1.9212115
607123,K10U32C,18.9,0.1026705,1.8802163
607175,K10U43C,19.3,0.08177430000000001,1.9198685000000002
607191,K10U47X,19.3,0.1054018,1.9211769
607265,K10U62D,18.1,0.08523410000000001,1.9802379
607316,K10U71T,19.0,0.1122917,1.9261211999999999
607330,K10U74E,19.3,0.0631601,1.8365387
607342,K10U77G,19.2,0.0330483,1.8604823
607396,K10U87C,18.7,0.0631683,1.9011054
607420,K10U92B,18.5,0.0869862,1.9305115000000002
607421,K10U92J,18.3,0.16512079999999998,1.9823156000000002
607460,K10U99K,18.1,0.0298007,1.9598125
607465,K10UA0A,18.5,0.108546,1.9476495999999999
607477,K10UA2D,18.9,0.035312300000000005,1.8151884999999999
607499,K10UA8M,19.5,0.1171922,1.7839136000000002
607542,K10V00C,19.3,0.06786260000000001,1.8077995999999998
607544,K10V00F,25.6,0.7539022,1.8541183
607546,K10V00H,27.1,0.41191229999999995,1.7937984
607552,K10V00P,23.7,0.6017113000000001,1.9732379
607598,K10V11K,19.1,0.0717575,1.8901404
607620,K10V14Y,18.2,0.1096786,1.9905181
607628,K10V17O,18.2,0.0876579,1.8790869
607636,K10V18X,17.9,0.0992747,1.9533359000000001
607654,K10V21M,17.8,0.09908639999999999,1.9173558999999998
607657,K10V21Q,22.2,0.37682259999999995,1.7919672999999998
607692,K10V27H,18.3,0.1365711,1.8700145000000001
607737,K10V38M,18.6,0.11044939999999999,1.9536338
607784,K10V46N,18.5,0.0724297,1.8884623
607796,K10V50B,18.3,0.12000219999999999,1.9562713
607808,K10V52A,18.6,0.08609800000000001,1.8866653999999998
607839,K10V57O,18.4,0.044651300000000005,1.9048886000000003
607847,K10V58W,18.4,0.0774664,1.8966846999999998
607862,K10V63D,18.4,0.0928485,1.9354764
607887,K10V68F,18.4,0.0527751,1.8612808
607911,K10V72Q,18.8,0.1053403,1.9023607
607926,K10V75Y,18.5,0.0834424,1.9297552
607989,K10V86O,17.7,0.0884948,1.9803953999999997
608002,K10V88R,18.3,0.06034590000000001,1.9415973000000002
608046,K10V95E,17.4,0.090269,1.8955526000000003
608073,K10V98R,18.6,0.0868923,1.8901376
608074,K10V98S,18.8,0.052776199999999995,1.8966981
608076,K10V98V,24.6,0.5838220999999999,1.9800482
608080,K10V99D,24.6,0.5119027,1.8110438000000002
608101,K10VA3D,18.6,0.11050050000000002,1.8769639999999999
608126,K10VA7Y,18.8,0.1076035,1.8712061999999998
608193,K10VC0Q,17.5,0.0390099,1.8998616999999998
608243,K10VC9S,18.3,0.010999,1.8859075
608304,K10VD9N,24.4,0.7484364,1.8739199
608317,K10VE0R,18.8,0.1219126,1.9028859
608380,K10VF5J,18.9,0.1252249,1.8965636000000001
608401,K10VG0R,17.2,0.1634779,1.9971564
608412,K10VG2Z,19.2,0.11156120000000001,1.8635063000000003
608561,K10VJ4W,26.5,0.46656859999999994,1.8216578
608579,K10VJ8U,18.6,0.406908,1.8694293000000002
608763,K10VM5H,18.8,0.0392622,1.8910729
608810,K10VM8J,17.8,0.08009839999999999,1.9687682
608823,K10W01F,24.4,0.49086140000000006,1.8214656999999999
608824,K10W01G,23.0,0.6700939,1.863261
608826,K10W01J,25.2,0.4570334,1.8619188999999998
608875,K10W08X,18.1,0.11373879999999999,1.9115164
608876,K10W08Z,20.7,0.5024809,1.9730779999999999
609200,K10W75C,18.9,0.1629424,1.9954923999999998
609207,K10X00B,29.6,0.6578788000000001,1.7961662
609215,K10X00M,24.5,0.4035086,1.9707747
609217,K10X00R,26.9,0.6597261,1.9209702000000002
609238,K10X02T,18.0,0.0819518,1.8975269000000001
609248,K10X04F,18.1,0.0883302,1.9525186
609256,K10X05N,18.9,0.0696942,1.9072139
609295,K10X11J,23.9,0.615848,1.9405506999999997
609304,K10X13S,19.1,0.091303,1.8521381000000001
609306,K10X14S,18.2,0.0743408,1.9141022
609334,K10X20X,19.2,0.079827,1.8517753000000001
609336,K10X21D,18.5,0.09788960000000001,1.8733168999999998
609349,K10X23S,17.8,0.13706529999999997,1.9298563000000002
609357,K10X25A,26.8,0.4714667,1.8358638999999999
609361,K10X25E,21.3,0.39181900000000003,1.8098591
609478,K10X51T,20.3,0.29489840000000006,1.8451679
609488,K10X53H,18.1,0.0041712,1.8273949
609510,K10X56T,18.1,0.11293130000000001,1.9607696
609555,K10X66B,18.1,0.059292399999999995,1.9784523
609578,K10X69N,26.2,0.5018821,1.9153463
609583,K10X69Y,18.0,0.0465508,1.8274046999999998
609606,K10X74W,18.3,0.07372949999999999,1.9334490000000002
609627,K10X80K,18.1,0.0696561,1.8981166
609634,K10X81N,18.9,0.048339599999999996,1.8308429
609655,K10X85H,18.2,0.0617299,1.9134081000000003
609666,K10X87W,18.1,0.1074442,1.926864
609715,K10Y00B,20.7,0.49489809999999995,1.8218706999999998
609717,K10Y00E,18.2,0.23867570000000002,1.8715846
609760,K10Y05R,18.2,0.0669529,1.8634627000000001
609767,K11A01L,19.8,0.5035451,1.9275238000000001
609786,K11A03M,17.7,0.0548909,1.9628447
609789,K11A04N,26.4,0.5312206,1.976736
609802,K11A05S,18.6,0.101228,1.9117903000000003
609809,K11A06X,18.2,0.0833088,1.9694537
609834,K11A11T,18.6,0.0760971,1.9722642
609879,K11A20E,18.2,0.07893560000000001,1.9696444
609881,K11A20Z,18.3,0.060112599999999995,1.8975133000000002
609894,K11A23R,18.4,0.0549945,1.8798487000000002
609900,K11A25C,18.5,0.2128277,1.9419726000000002
609916,K11A27M,18.3,0.0936928,1.9744775
609962,K11A36Q,18.5,0.022222099999999998,1.8855830000000002
609966,K11A37E,19.5,0.0908529,1.8175968
609967,K11A37F,20.9,0.380565,1.9983586
609968,K11A37G,18.4,0.1327362,1.788418
610049,K11A53L,18.0,0.06644889999999999,1.9806286
610082,K11A60D,18.7,0.1261546,1.9365462
610157,K11A73M,18.2,0.079542,1.9034331000000002
610172,K11A77E,18.5,0.0499596,1.8926333
610240,K11B00A,20.0,0.6288024999999999,1.8509908
610266,K11B04M,18.1,0.091119,1.9312677
610305,K11B10V,24.5,0.503259,1.9835703999999998
